Time_ms id positions_x positions_z rotation_y is_signaling score
142619 0 24 11 75 0 0
142619 1 78 -21 9 0 -3
142619 2 94 21 209 0 -2
142720 0 24 11 75 0 0
142720 1 78 -20 9 0 -3
142720 2 94 20 209 1 -2
142819 0 25 11 75 0 0
142819 1 79 -19 9 0 -3
142819 2 93 19 209 1 -2
142919 0 25 11 75 0 0
142919 1 79 -19 9 0 -3
142919 2 93 19 209 1 -2
143020 0 25 12 75 0 0
143020 1 79 -18 9 0 -3
143020 2 93 19 209 1 -2
143119 0 26 12 242 0 0
143119 1 79 -17 9 0 -3
143119 2 93 19 209 1 -2
143220 0 26 12 88 0 0
143220 1 79 -17 9 0 -3
143220 2 93 19 209 1 -3
143319 0 26 12 88 0 0
143319 1 79 -16 9 0 -3
143319 2 93 19 209 0 -3
143419 0 27 12 88 0 0
143419 1 79 -15 9 0 -3
143419 2 93 19 209 0 -3
143520 0 27 12 88 0 0
143520 1 79 -14 9 0 -3
143520 2 93 19 209 0 -3
143619 0 27 12 88 0 0
143619 1 79 -14 9 0 -3
143619 2 93 19 209 0 -3
143720 0 28 12 88 0 0
143720 1 80 -13 9 0 -3
143720 2 93 19 209 0 -3
143819 0 28 12 88 0 0
143819 1 80 -12 9 0 -3
143819 2 93 19 209 0 -3
143919 0 28 12 88 0 0
143919 1 80 -12 9 0 -3
143919 2 93 19 209 0 -3
144020 0 29 12 134 0 0
144020 1 80 -11 9 0 -3
144020 2 93 19 209 0 -3
144119 0 29 11 134 0 0
144119 1 80 -10 9 0 -3
144119 2 93 19 209 0 -3
144220 0 29 11 134 0 0
144220 1 80 -10 9 0 -3
144220 2 93 19 209 0 -3
144319 0 29 11 134 0 0
144319 1 80 -9 12 0 -3
144319 2 93 19 209 0 -3
144419 0 30 11 134 0 0
144419 1 80 -8 20 0 -3
144419 2 93 19 209 0 -3
144520 0 30 10 134 0 0
144520 1 81 -8 25 0 -3
144520 2 93 18 209 0 -3
144619 0 30 10 134 0 0
144619 1 81 -7 27 0 -3
144619 2 93 18 209 0 -3
144720 0 30 10 249 0 0
144720 1 81 -6 27 0 -3
144720 2 93 18 209 0 -3
144819 0 30 10 47 0 0
144819 1 82 -6 27 0 -3
144819 2 92 16 209 0 -3
144919 0 31 10 47 0 0
144919 1 82 -5 27 0 -3
144919 2 91 15 209 0 -3
145020 0 31 11 47 0 0
145020 1 82 -5 27 1 -4
145020 2 91 15 209 0 -3
145119 0 31 11 47 0 0
145119 1 83 -4 27 1 -4
145119 2 91 15 209 0 -3
145220 0 31 11 47 0 0
145220 1 83 -3 27 1 -4
145220 2 91 15 209 0 -3
145319 0 32 11 47 0 0
145319 1 83 -3 27 1 -4
145319 2 90 13 209 0 -3
145419 0 32 12 47 0 0
145419 1 84 -2 27 1 -4
145419 2 90 12 209 0 -3
145520 0 32 12 255 0 0
145520 1 84 -1 27 1 -4
145520 2 89 12 209 0 -3
145619 0 31 12 255 0 0
145619 1 84 -1 28 1 -4
145619 2 89 11 209 0 -3
145720 0 31 12 255 0 0
145720 1 85 0 33 1 -4
145720 2 89 11 209 0 -3
145819 0 31 11 231 0 0
145819 1 85 0 42 0 -4
145819 2 88 11 209 0 -3
145919 0 31 11 231 0 0
145919 1 85 0 47 0 -4
145919 2 88 10 209 0 -3
146020 0 30 11 231 0 0
146020 1 86 0 48 0 -4
146020 2 88 9 209 0 -3
146119 0 30 11 231 0 0
